,location,location_counter,actor,line,neg,neu,pos,compound
924,INT. DEATH STAR - CONTROL ROOM,320,OFFICER,"We've analyzed their attack, sir, and there is a danger. Should I have your ship standing by?",0.333,0.667,0.0,-0.7579
925,INT. DEATH STAR - CONTROL ROOM,320,TARKIN,Evacuate? In out moment of triumph? I think you overestimate their chances!,0.0,0.618,0.382,0.6759
926,INT. DEATH STAR - CONTROL ROOM,320,VOICE,"(over speaker)Rebel base, three minutes and closing.",0.0,1.0,0.0,0.0
927,INT. READ LEADER'S COCKPIT,321,RED LEADER,"Red Group, this is Red Leader.",0.0,1.0,0.0,0.0
928,INT. MASSASSI OUTPOST - WAR ROOM,322,RED LEADER,(over speaker)Rendezvous at mark six point one.,0.0,1.0,0.0,0.0
929,INT. MASSASSI OUTPOST - WAR ROOM,322,WEDGE,(over speaker)This is Red Two. Flying toward you.,0.0,1.0,0.0,0.0
930,INT. MASSASSI OUTPOST - WAR ROOM,322,BIGGS,"(over speaker)Red Three, standing by.",0.0,1.0,0.0,0.0
931,INT. RED LEADER'S COCKPIT,323,DODONNA,"(over headset)Red Leader, this is Base One. Keep half your group out of range for the next run.",0.0,1.0,0.0,0.0
932,INT. LUKE'S X-WING FIGHTER - COCKPIT,324,RED LEADER'S VOICE,"(over headset)Copy, Base One. Luke, take Red Two and Three. Hold up here and wait for my signal... to start your run.",0.0,1.0,0.0,0.0
933,INT. RED LEADER'S COCKPIT,328,RED LEADER,This is it!,0.0,1.0,0.0,0.0
934,INT. RED TEN'S COCKPIT,332,RED TEN,We should be able to see it by now.,0.0,1.0,0.0,0.0
935,INT. RED LEADER'S COCKPIT,334,RED LEADER,Keep your eyes open for those fighters!,0.199,0.801,0.0,-0.126
936,INT. RED TEN'S COCKPIT,335,RED TEN,There's too much interference!,0.0,1.0,0.0,0.0
937,EXT. SPACE - DEATH STAR TRENCH,336,RED TEN'S VOICE,"Red Five, can you see them from where you are?",0.0,1.0,0.0,0.0
938,INT. LUKE'S X-WING FIGHTER - COCKPIT,337,LUKE,No sign of any... wait!,0.384,0.616,0.0,-0.3595
939,INT. RED TEN'S COCKPIT,338,LUKE,(over headset)Coming in point three five.,0.0,1.0,0.0,0.0
940,INT. RED TEN'S COCKPIT,338,RED TEN,I see them.,0.0,1.0,0.0,0.0
941,INT. RED LEADER'S COCKPIT,340,RED LEADER,I'm in range.,0.0,1.0,0.0,0.0
942,INT. RED LEADER'S COCKPIT,342,RED LEADER,Target's coming up!,0.0,1.0,0.0,0.0
943,INT. RED LEADER'S COCKPIT,342,RED LEADER,Just hold them off for a few seconds.,0.0,1.0,0.0,0.0
944,INT. DARTH VADER'S COCKPIT,343,VADER,Close up formation.,0.0,1.0,0.0,0.0
945,INT. RED LEADER'S COCKPIT,350,RED LEADER,Almost there!,0.0,1.0,0.0,0.0
946,INT. RED TEN'S COCKPIT.,351,RED TEN,I can't hold them!,0.0,1.0,0.0,0.0
947,INT. RED LEADER'S COCKPIT,356,RED LEADER,It's away!,0.0,1.0,0.0,0.0
948,INT. MASSASSI OUTPOST - WAR ROOM,358,RED NINE'S VOICE,(over speaker)It's a hit!,0.0,1.0,0.0,0.0
949,INT. MASSASSI OUTPOST - WAR ROOM,358,RED LEADER,(over speaker)Negative.,0.0,1.0,0.0,0.0
950,INT. RED LEADER'S COCKPIT,359,RED LEADER,Negative! It didn't go in. It just impacted on the surface.,0.285,0.715,0.0,-0.6114
951,INT. RED LEADER'S COCKPIT,362,LUKE,"(over headset)Red Leader, we're right above you. Turn to point...",0.0,1.0,0.0,0.0
952,INT. LUKE'S X-WING FIGHTER - COCKPIT,363,LUKE,...oh-five; we'll cover for you.,0.0,1.0,0.0,0.0
953,INT. LUKE'S X-WING FIGHTER - COCKPIT,363,RED LEADER,(over headset)Stay there...,0.0,1.0,0.0,0.0
954,INT. RED LEADER'S COCKPIT,364,RED LEADER,...I just lost my starboard engine.,0.315,0.685,0.0,-0.3182
955,INT. LUKE'S X-WING FIGHTER - COCKPIT,365,RED LEADER,(over headset)Get set to make your attack run.,0.307,0.693,0.0,-0.4767
956,INT. DEATH STAR,370,DEATH STAR INTERCOM VOICE,"Rebel base, one minute and closing.",0.242,0.758,0.0,-0.1531
957,INT. MASSASSI OUTPOST - WAR ROOM,371,LUKE,"(over speaker)Biggs, Wedge, let's close it up. We're going in. We're going in full throttle.",0.0,1.0,0.0,0.0
958,INT. WEDGE'S COCKPIT,372,WEDGE,"Right with you, boss.",0.0,1.0,0.0,0.0
959,INT. BIGGS' COCKPIT,374,BIGGS,"Luke, at that speed will you be able to pull out in time?",0.0,1.0,0.0,0.0
960,INT. LUKE'S X-WING FIGHTER - COCKPIT,375,LUKE,It'll be just like Beggar's Canyon back home.,0.0,0.737,0.263,0.3612
961,INT. BIGGS' COCKPIT,377,BIGGS,We'll stay back far enough to cover you.,0.0,1.0,0.0,0.0
962,INT. LUKE'S COCKPIT,378,WEDGE,"(over headset)My scope shows the tower, but I can't see the exhaust port! Are you sure the computer can hit it?",0.0,0.764,0.236,0.6782
963,INT. LUKE'S X-WING FIGHTER - COCKPIT,380,LUKE,Watch yourself! Increase speed full throttle!,0.0,0.634,0.366,0.4374
964,INT. WEDGE'S COCKPIT,381,WEDGE,What about the tower?,0.0,1.0,0.0,0.0
965,INT. LUKE'S X-WING FIGHTER - COCKPIT,382,LUKE,You worry about those fighters! I'll worry about the tower!,0.52,0.48,0.0,-0.7639
966,INT. LUKE'S X-WING FIGHTER - COCKPIT,384,LUKE,"(to Artoo)Artoo... that, that stabilizer's broken loose again! See if you can't lock it down!",0.315,0.685,0.0,-0.717
967,INT. MASSASSI OUTPOST - WAR ROOM,391,WEDGE,(over speaker)I'm hit! I can't stay with you.,0.0,1.0,0.0,0.0
968,INT. MASSASSI OUTPOST - WAR ROOM,391,LUKE,"(over speaker)Get clear, Wedge.",0.0,0.536,0.464,0.3818
969,INT. LUKE'S X-WING FIGHTER - COCKPIT,392,LUKE,You can't do any more good back there!,0.0,0.668,0.332,0.54
970,INT. WEDGE'S COCKPIT,393,WEDGE,Sorry!,1.0,0.0,0.0,-0.1511
971,INT. DARTH VADER'S COCKPIT,395,VADER,Let him go! Stay on the leader!,0.0,1.0,0.0,0.0
972,INT. BIGGS' COCKPIT,397,BIGGS,"Hurry, Luke, they're coming in much faster this time. I can't hold them!",0.0,1.0,0.0,0.0
973,INT. LUKE'S X-WING FIGHTER - COCKPIT,399,LUKE,"Artoo, try and increase the power!",0.0,0.659,0.341,0.3802
974,INT. LUKE'S X-WING FIGHTER,404,BIGGS,"(over headset)Hurry up, Luke!",0.0,1.0,0.0,0.0
975,INT. BIGGS' COCKPIT,406,BIGGS,Wait!,0.0,1.0,0.0,0.0
976,INT. DEATH STAR - CONTROL ROOM,412,DEATH STAR INTERCOM VOICE,"Rebel base, thirty seconds and closing.",0.242,0.758,0.0,-0.1531
977,INT. DARTH VADER'S COCKPIT,413,VADER,I'm on the leader.,0.0,1.0,0.0,0.0
978,INT. MASSASSI OUTPOST - WAR ROOM,415,THREEPIO,"Hang on, Artoo!",0.0,1.0,0.0,0.0
979,INT. LUKE'S X-WING - COCKPIT,421,BEN'S VOICE,"Use the Force, Luke.",0.0,1.0,0.0,0.0
980,INT. LUKE'S X-WING - COCKPIT,423,BEN'S VOICE,"Let go, Luke.",0.0,1.0,0.0,0.0
981,INT. DARTH VADER'S COCKPIT,425,VADER,The Force is strong with this one!,0.0,0.626,0.374,0.5562
982,INT. LUKE'S X-WING - COCKPIT,427,BEN'S VOICE,"Luke, trust me.",0.0,0.377,0.623,0.5106
983,INT. MASSASSI OUTPOST - WAR ROOM,428,BASE VOICE,"(over speaker)His computer's off. Luke, you switched off your targeting computer. What's wrong?",0.205,0.795,0.0,-0.4767
984,INT. MASSASSI OUTPOST - WAR ROOM,428,LUKE,(over speaker)Nothing. I'm all right.,0.0,1.0,0.0,0.0
985,EXT. LUKE'S X-WING FIGHTER,436,LUKE,I've lost Artoo!,0.564,0.436,0.0,-0.3802
986,INT. MASSASSI OUTPOST - WAR ROOM,437,MASSASSI INTERCOM VOICE,The Death Star has cleared the planet. The Death Star has cleared the planet.,0.379,0.485,0.136,-0.7906
987,INT. DEATH STAR - CONTROL ROOM,438,DEATH STAR INTERCOM VOICE,"Rebel base, in range.",0.348,0.652,0.0,-0.1531
988,INT. DEATH STAR - CONTROL ROOM,438,TARKIN,You may fire when ready.,0.304,0.38,0.316,0.0258
989,INT. DEATH STAR - CONTROL ROOM,438,DEATH STAR INTERCOM VOICE,Commence primary ignition.,0.0,1.0,0.0,0.0
990,INT. DARTH VADER'S COCKPIT,443,VADER,I have you now.,0.0,1.0,0.0,0.0
991,INT. DARTH VADER'S COCKPIT,446,VADER,What?,0.0,1.0,0.0,0.0
992,INT. MILLENNIUM FALCON - COCKPIT,448,HAN,(yelling)Yahoo!,0.0,1.0,0.0,0.0
993,INT. WINGMAN'S COCKPIT,450,WINGMAN,Look out!,0.0,1.0,0.0,0.0
994,INT. MILLENNIUM FALCON - COCKPIT,455,HAN,"(into mike)You're all clear, kid.",0.0,0.606,0.394,0.3818
995,INT. MASSASSI OUTPOST - WAR ROOM,456,HAN,(over speaker)Now let's blow this thing and go home!,0.0,1.0,0.0,0.0
996,INT. DEATH STAR,460,INTERCOM VOICE,Stand by to fire at Rebel base.,0.444,0.556,0.0,-0.4588
997,INT. DEATH STAR,462,INTERCOM VOICE,Standing by.,0.0,1.0,0.0,0.0
998,INT. MILLENNIUM FALCON - COCKPIT,464,HAN,"Great shot, kid. That was one in a million.",0.0,0.631,0.369,0.6249
999,INT. LUKE'S X-WING FIGHTER - COCKPIT,465,BEN'S VOICE,"Remember, the Force will be with you... always.",0.0,1.0,0.0,0.0
1000,INT. MASSASSI OUTPOST - MAIN HANGAR,468,LEIA,Luke! Luke! Luke!,0.0,1.0,0.0,0.0
1001,INT. MASSASSI OUTPOST - MAIN HANGAR,468,HAN,(laughing)Hey! Hey!,0.0,1.0,0.0,0.0
1002,INT. MASSASSI OUTPOST - MAIN HANGAR,468,LUKE,(laughing)I knew you'd come back! I just knew it!,0.0,1.0,0.0,0.0
1003,INT. MASSASSI OUTPOST - MAIN HANGAR,468,HAN,"Well, I wasn't gonna let you get all the credit and take all the reward.",0.0,0.567,0.433,0.8126
1004,INT. MASSASSI OUTPOST - MAIN HANGAR,468,LEIA,"(laughing)Hey, I knew there was more to you than money.",0.0,1.0,0.0,0.0
1005,INT. MASSASSI OUTPOST - MAIN HANGAR,468,LUKE,"Oh, no!",0.714,0.286,0.0,-0.3595
1006,INT. MASSASSI OUTPOST - MAIN HANGAR,468,THREEPIO,"Oh, my! Artoo! Can you hear me? Say something!(to mechanic)You can repair him, can't you?",0.0,1.0,0.0,0.0
1007,INT. MASSASSI OUTPOST - MAIN HANGAR,468,TECHNICIAN,We'll get to work on him right away.,0.0,1.0,0.0,0.0
1008,INT. MASSASSI OUTPOST - MAIN HANGAR,468,THREEPIO,"You must repair him! Sir, if any of my circuits or gears will help, I'll gladly donate them.",0.0,0.748,0.252,0.6588
1009,INT. MASSASSI OUTPOST - MAIN HANGAR,468,LUKE,He'll be all right.,0.0,1.0,0.0,0.0
1010,INT. MASSASSI OUTPOST - MAIN THRONE ROOM,469,				  FADE OUT:,,0.0,0.0,0.0,0.0
1011,INT. MASSASSI OUTPOST - MAIN THRONE ROOM,469,END CREDITS OVER STARS,,0.0,0.0,0.0,0.0
